,Product,Consumer_complaint_narrative,category_id
242,"Credit reporting, credit repair services, or other personal consumer reports",On my credit report says last update of discharge on my bankruptcy is on XX/XX/XXXX But the discharge date was XX/XX/XXXX,1
243,Vehicle loan or lease,"Notice to principal is notice to agent and notice to agent is notice to principal. This dispute is being executed on Santander as they have breached the contract without cause, citing their inability to verify XXXX XXXX Social Security Number. Santander verified XXXX XXXX 's Social Security Number at the signing of the contract and credit approval however they alledge that they are now unable to verify the Social Security Number and they want the vehicle returned which would breach the contract. 
I put {$1000.00} down and signed contract and pulled off with vehicle on XX/XX/2019 I even spoke with finance company a few days later confirming everything finance company is Santander and place I purchased car is XXXX   XXXX  XXXX XXXX",0
247,"Credit reporting, credit repair services, or other personal consumer reports","On XXXX XXXX I received documentation that my request to remove my cosigner was denied for "" insufficient income for amount of credit requested ''. For a number of reasons I believe this determination is unjust and inappropriate for my current financial situation and the current guidelines in place by XXXX XXXX to remove a cosigner. No where in the application does it state that I must have a certain dollar amount of income yearly to be approved for the cosigner to be removed, even with that being said I make a very decent amount of income for my age and debt- very easily making monthly payments. According the cosigner release form the guidelines to be met are of the following : I must complete the entire application, which I did. I must meet the age requirement of 18, which I have. Provide graduation completion documentation, which I did. Be a US Citizen, which I am and forever will be. Provide proof of income, I provided my recent pay stub along with my W2- with a very reasonable income. Be current on my service loans and with in the past 12 months, which I have been in repayment for over a year now and have never missed a payment. The next is demonstrated a satisfactory payment history for the last 12 months. And finally no student loans in hardship or forbearance, which I have never had. They did state they would run a credit report the support the fact that I will be able to assume full responsibility for repayment of loans and to make sure there are no signs of bankruptcy, open foreclosure, student loan default or delinquencies. So at meeting all these guidelines and applying, I had no concerns of having my application not being accepted. Then when I received the form on XX/XX/XXXX stating my income was unsatisfactory, I strongly disagreed. On XX/XX/XXXX I requested a form from transunion to dig further into why I may have  not been accepted. The same time I had called and spoke to XXXX XXXX about it and the representative told me that I had no grounds to dispute the subject. I am currently awaiting a response from TransUnion on the grounds that they used my old income to calculate the report versus the W2 I had submitted. I have a decent credit score and steady income, currently I have no assistance from the cosigner on my loans and am making payments in full.",1
248,Credit card or prepaid card,"XXXX XXXX prepaid card, you filling dispute and then realizing next day I will was wrong calling to withdraw my dispute I was told by Disputes Dept Rep and Supervisor it indeed was cancelled and my card would remain active. This was in XX/XX/19 On XX/XX/19 called customer Services at XXXX XXXX I wanted to know why my card and account was blocked and my XXXX benefits were for on this day to unblock the card. Find out they never cancelled the dispute as I asked, their the account was suspended and that I would have no access to funds until I received a new card. Explaining to them all if this was to be taken care of 1st time  in XX/XX/XXXX, I kept hearing from them they can't do nothing. Then after being persistent I was allowed to only withdraw XXXX as courtesy. But yet I was charged XXXX ATM fees, and they won't expite my new card unless I pay XXXX and they won't keep my original card open as I was told would happen several times.",2
250,"Credit reporting, credit repair services, or other personal consumer reports","The companies investigation did not fix error 's. 

I am very upset that the credit reporting agencies have included the below inaccurate credit information in my credit profile due to its damaging effects on my credit standing. I have been wrongfully denied credit recently credit which was very stressful for me. 




XXXX XXXX XXXX : Account # XXXX Closed Account Incorrectly Reporting Terms Closed Account Incorrectly Reporting Installment",1
251,"Credit reporting, credit repair services, or other personal consumer reports","Hey CFPB, Today I'm sending a message to you guys in regards in removing an inaccurate/Duplicate inquiry from Wells Fargo. I received a copy of my credit report and found that my credit report was pulled twice on the same day ( XX/XX/2017 ), which is an error. It was pulled Twice from my XXXX   credit bureau. From my understanding of CFPB, you guys will recheck the items with the creditor who has posted them. 



Also, on XX/XX/2018, my credit report was also pulled as well. Please have the Wells Fargo ( the creditor ) recheck the item. 

If you need any information or verifying who I am, feel free to call me at ( XXXX ) - XXXX -XXXX",1
252,Debt collection,"The Company PHOENIX FINANCIAL SERVICE has been calling my job and my personal cell phone repeatedly. I have advised them NUMEROUS of times that the medical bills that they are saying that I owed was already PAID for by my MEDICAID ( even provided my Medicaid ID number ). I also have evidence from the three Credit Bureaus that this was paid and already taken from off of my credit reports. Its for {$1200.00} and {$34.00}. I have sent letters repeatedly showing them that it was taken care of and paid for by Medicaid. Today I got a notice that they added this back to my Credit which made my score dropped nearly 100 points. They are stating that they are also Lawyers and laughing when I am telling them that I have proof this is paid for. I work for a XXXX XXXX and would like to take legal action if this is not removed from report and that they also need to stop calling me a harassing me. I am at work right now, but I will upload and send in all proof that this was taken care of no later than tomorrow. 

This is the Companies Information PHOENIX FINANCIAL SERVICE XXXX XXXX XXXX XXXX XXXX, IN. XXXX ( XXXX ) XXXX XXXX '",6
253,Credit card or prepaid card,"I opened a Private Client account at Chase Bank on XX/XX/2019. 
Over the weekend, I applied online for the Chase Freedom unlimited Credit card. I was contacted by phone by Chase Bank at my home number and assumed that this was the call to verify my application. I received an e-mail on XX/XX/2019 approving my application. My credit cards arrived on Saturday, XX/XX/XXXX. I charged 2 transactions totaling XXXX over the weekend. When I tried to charge lunch on Monday, XXXX, the charge was denied. Upon calling the XXXX #, I was told that the card was closed by the bank and i would receive a letter of explanation. 
That letter arrived on Saturday XX/XX/XXXX. As instructed, I went to the bank branch to reapply. After 30 minutes with the bank officer, the reapplication was denied, stating that a 30 day wait was required. After numerous calls to the local branch and credit card center, I was told that I could not reapply for this card for 48 months. 

They mishandled the approval from me on the FTC recommended fraud alert.",2
257,Student loan,"I have made several payments that have been deemed ineligible towards PSLF by fedloan servicing. Fedloan servicing has reported that there is "" No Bill Being Due. '' I completed a privacy act request and got all my loan records from Department of education from XXXX-current. I uploaded these documents which showed that I made the payments and they were processed by the previous loan servicer. Fedloan servicing said that they reviewed the documents on XX/XX/2021 and closed the case without adjusting the count. Additionally some of the dates that say "" no bill being due '' were times when my loan was being transferred between servicers or my annual IBR payment was being recalculated. Is the phrase "" no bill being due '' a catch all for payments that the servicer can't figure out because of poor record keeping? Additionally, just because a bill was not generated does not mean that those payments don't count. Currently during covid-19, bills are not being generated and the monthly payments are counting as long as we are employed in XXXX XXXX.",8
258,"Credit reporting, credit repair services, or other personal consumer reports","XX/XX/2018 I contacted Bank of America to pay the balance on my credit card and close the credit card account. The reason I gave BOA for closing the account was that I no longer used the card. XX/XX/2018 a charge occured on the card for an annual magazine subscription. XX/XX/2018, BOA shows a 30 day late payment on the account. XX/XX/2018 BOA, shows a 60 day late payment on the account for all 3 credit reports for both myself and my wife. 

I have kindly asked BOA to remove the late payments from all of my credit reports and my wife 's credit reports. I paid the disputed charges ( {$77.00} ) plus interest despite the fact that the account should not have been active or open for such charge. 

My family is facing financial penalty and hardship due to a BOA error concerning {$77.00}. I believe BOA has made some effort to resolve the issue but upon speaking with XXXX this morning it is obvious they have not reached out to all parties. 

Any assistance your agency can provide would be welcomed.",1
263,Mortgage,"I had a home builded in XX/XX/XXXX started have problems with the home the builder trued to fix the problems about 10-15 times but the same problems come right back call to get a inspection of the home and the inspection reports States that the home was builded improperly the builder used 2x 4 to frame the first floor instead of the required 2x6 or 3x4. This cause inadequate support of the home also foundation was misaligned when home was constructed I can go on .I have reports done on the home by XXXX XXXX XXXX reports dated XX/XX/XXXX, reports by XXXX XXXX XXXX XXXX, XXXX XXXX called out by XXXX XXXX XXXX companies and a Engineering reports done XXXX XXXX XXXX, XXXX, XXXX  Hired by my lawyer. Why coming to citimortgage is that injury and damages to the value of the property never finish the parking lot no trash pick no Black top on the road .I sent citimortgage all reports Pictures Of how the Community has not been finished how there appraisal of the homes are wrong also your appraiser never came out to XXXX overlook I do believe because we have five homes own by citimortgage that have big problems going on.Citimortgage is not try to help people are going to loss there homes because they cant afford to pay mortgage for homes that not value at the price citimortgage give us for something that knot Complete homes builded the wrong way the builder walked away 6years still have take your trash to the next block to have it pick up citimortgage is just as bad as the builder get taking money from people who by robbed by the builder the city of XXXX and citimortgage all first time buyer citimortgage sent me and my neighbors a letter saying they sympathize with us but citimortgage cant help us this letter came from XXXX XXXX Executive Responses Unit dont care about us .Citimortgage came out to the property and done a inspection and will give me a copy of this inspection reports tell me I have to get my own inspection reports you know XXXX XXXX didnt read anything to say this because I sent citimortgage 5 inspection reports I payed for when people try to call them they tell them we can help you this customer service I send e- mails to XXXX XXXX, Chief Executive officer of citimortgage and XXXX XXXX, chief Executive office of citimortgage me my neighbors never got anything back from them to end this letter a lot of first time home buyers going to lose there homes not because they cant afford because they was taking vantage Of by the builder citimortgage and the City of XXXX I been fighting for 6 years need help!!!",4
264,Mortgage,"About three years ago I attempted to assume grandparents estate because I am the estate representative and the home was willed to me. I filed all the appropriate paperwork and Bayview Loan Servicing/Community Loan Servicing denied me and would accept me as the representative although I had the official court docs. I filed case # XXXX and Bayview overturned the decision allowing me to begin the process. A few months later that modified the loan in 2019 and then told me they were supposed to make me assume the loan before modifying. I've spent the last 2 years going through the assumption process due to their delays. The loan was FINALLY assumed officially last year in XXXX, I signed paperwork for modification in XX/XX/2019 and yet I still have no modification paperwork. It's years later and the company has been holding all of my payments and has continued to charge me 3 years of fees for late fees, legal fees and fees for having to front the money. This is fraudulently being done at my expense! I've been paying them since they originally approved the modification of my grandparents loan. I am still 3years later not able to write the interest off on my taxes continuously see years worth of fees being allocated to me fraudulently! They owe me all the fees from the point that they denied my paperwork in error 3 years ago. I have a timeline of documents including the dates and letters from the modifications, emails with the assumptions department etc. This is unethical.",4
267,Checking or savings account,"On XX/XX/2018 I got a loan in the amount of {$900.00} from XXXX XXXX. They advised on the phone before I received the money that don't worry about the amounts displayed on the screen we don't charge like that so I then decided to take the loan. Over the course of the loan they had withdrawn more than {$2300.00} without my authorization from my checking account and the money owed never went down. I advised my bank to refund their money back and to refund me all money taking on false pretense from the merchant Ally Bank advised they were in the process of returning the original amount deposited if I would continue with the dispute I advised that was fine. I call back and Ally refused to refund me my money for the unauthorized charges due to misleading people who would speak to you before you received your money, XXXX XXXX agents lie to consumers advising one thing and putting another on paper in order to continue to call harass and debit a customers checking account. They charge more than 300 percent in interest which is against the law to the consumer regarding a loan. Ally Bank acted like they were going to refund my money did a dispute and no money was received lost over {$2300.00} in unauthorized charged which I called the bank and advised them.",7
268,Credit card or prepaid card,"Chase Credit Card XXXX rewards Premier. You get 1 elite night credit for each {$3000.00} in purchases. I made a large purchase in order to receive these credits. Purchase {$12000.00} XX/XX/2018 on the card to get these nights and the total monthly bill was {$14000.00}. They kept send emails to upgrade to the Premier Plus program. It sounds like you get the Premier perks, PLUS more. I upgraded a couple of weeks after the purchase. They have not given me the 4+ Elite nights credit. I called in XX/XX/XXXX and they assured me that it would happen with 8 weeks of purchase. It did no happen. I filled out an online form asking about the Elite nights at Chase.com and no response. I called again a few weeks later, now the aren't sure if I will get them but supposedly they put it in to the promotion dept. to be reviewed. They told me to contact XXXX XXXX. I did, and they said Chase did not give them Elite Nights. On the bill XX/XX/18 - XX/XX/18 it shows the account is st

ill Premier and states the Elite night benefit. ( attached ) The next bill say PLUS.

I could have used another card, but used this one for added nights that I need. They won't respond, and you can't go back the Premier card. It was a misleading promotion. Still, these purchases were made before the upgrade, so the Elite nights should be given. 
Please help them to understand.",2
269,"Credit reporting, credit repair services, or other personal consumer reports","Equifax is intentionally reporting unverified and inaccurate account information from XXXX XXXX account. Account has been deleted from two other credit reporting agencies. Have sent to Equifax XXXX XXXX 2019, 4 letters with USPS certified delivery to the company and the company refuses to respond to any letters sent to validate the account.",1
272,Checking or savings account,"TD Bank will not refund fees that are related to checking account pulls from XXXX that were unauthorized. I called into TD Bank to let them know that these transactions are not my doing, yet they are willing to let my account be overdrawn - {$310.00} because of these fees. 

I have incurred overdraft fees due to unauthorized XXXX transactions on XXXX, XXXX, XX/XX/XXXX, XX/XX/XXXX, XX/XX/XXXX, XX/XX/XXXX, and XX/XX/XXXX, yet TD Bank did not stop XXXX at any time from withdrawing my account.",7
274,Mortgage,"My roof was damaged in a storm on XXXX XXXX XXXX. My insurance XXXX sent me a check to have it fixed. I sent it to my mortgage company which was XXXX XXXX XXXX, certified mail only to find out I was no longer with XXXX and that Shellpoint Mortgage was now serving my loan. I have been in bankruptcy for the past 2 years and was never notified this change that took place. Which in fact is the mortgage companies responsibility to let the insurance company know of the change. I had my roof repaired on XX/XX/XXXX and sent the check out certified to XXXX XXXX where XXXX XXXX  was located not yet aware of the change The check was than forwarded 2 times in XXXX AZ, 2 more times in XXXX XXXX XXXX and then 1 more time to Ohio where Shellpoint is located. After all of that they could not endorse the check due to their name not being on it and sent it back to me with the wrong return address on it and it ended at a lawyers office in XXXX and they in turn forwarded it to me. This took about 2 plus weeks. 
How could my NEW mortgage company not know my address. I recently sent the re-issued check and I need it signed immediately so I can pay the contractor that fixed my roof. This has been 6 weeks this man has been waiting to be paid. Everyone is experiencing difficulties at this time and he sure could use this money I owe him. Shellpoint is pathetic and I would like some help if possible. I have contacted the XXXX and I have read complaints regarding similar things that other people have experienced with them also. Thank you for your time.",4
275,"Credit reporting, credit repair services, or other personal consumer reports",AFTER REVIEWING MY CREDIT REPORT I HAVE NOTICED SOME INACCURATE ACCOUNTS AND SOME ENTRIES IDENTIFIED AS INQUIRIES THAT WAS PLACED ON MY CREDIT WITHOUT MY KNOWLEDGE. THESE NEGATIVE ACCOUNTS AND INQUIRIES HAVE CAUSED TREMENDOUS HARDSHIP ON MY CREDIT. I HAVE NO IDEA HOW SOMEONE COULD GET INTO MY CREDIT AND DO SUCH DAMAGE BUT PLEASE RE-INVESTIGATE THESE ACCOUNTS AND INQUIRIES AND HAVE THEM REMOVED OFF MY CREDIT AS SOON AS POSSIBLE.,1
279,"Credit reporting, credit repair services, or other personal consumer reports","XXXX XXXX XXXX has a collection on my file from a cable company. I contacted them to make payment because at one time I DID have an account with that cable company..but this debt was not mine. They had a completely different address where I never lived. We determined, over the phone, that this must have been identity theft. I asked them to process it accordingly. 

They did not remove it from my file. I disputed this with all three credit bureaus and they did not block the item from display ( as federal law requires ) nor did they process it as an item from ID Theft. 

Account number XXXX. Balance listed {$250.00} Address listed as XXXX XXXX XXXX, XXXX, PA XXXX",1
280,"Credit reporting, credit repair services, or other personal consumer reports","Credit Karma has been sending me inaccurate credit scores and report through my email and their website Credit Karma Monitoring Service.

Credit Karma company has a business partnership with XXXX and XXXX Credit Reporting Agencies only and not with XXXX. 

On XX/XX/XXXX I received a XXXX alert verification and Notification from Credit Karma that my XXXX XXXX XXXX XXXX XXXX account # XXXX has been placed Current and Deliquency and 30-60-90 days late has been removed and deleted by XXXX  on XX/XX/XXXX. 
Credit Karma implemented a recent XX/XX/XXXX Transunion credit score of XXXX. 
But Credit Karma hasn't displayed the same information and credit score with XXXX. 

Also, Credit Karma is not displaying XXXX XXXX XXXX XXXX XXXX XXXX of a merchandise credit of XX/XX/XXXX till Present.I have been making timely payments since XX/XX/XXXX till Present. 
I made contact directly with Castle Credit on XX/XX/XXXX on my account # XXXX this account is only displaying with XXXX and XXXX XXXX stated to me on XXXX XXXX around XXXX XXXX California time that XXXX XXXX sends verifications to XXXX, XXXX and XXXX. 

I been having many issues with XXXX XXXX XXXX their inaccuracy credit reporting alerts and not reporting accurate credit scores. 

I am XXXX Lifetime, Retired and a XXXX XXXX XXXX XXXX XXXX. 
XXXX XXXX XXXX are supporting our XXXX XXXX and XXXX in the community of XXXX. 
I am going through a VA Loan and purchase process in Florida and need accurate information what has been implemented on this complaint. 
Is Credit Karma violating my XXXX XXXX Civil Rights Act under Department of Justice? 
Very Urgent Matters!",1
281,"Credit reporting, credit repair services, or other personal consumer reports","When responding to Chase 's letter I call and try to discuss the bigotry I have faced, then they warn me they will hang up if I continue to use profane language. I have only used the word bigotry. While bigotry itself is offensive the word is not profane or abusive. 
If Chase had used the interactive good faith process under the ADA and had accommodated my XXXX this would not be happening. 
Further when trying to ask how they could accommodate memory XXXX instead of inquiring what would be needed they indicated that they treat XXXX people the same as everyone who is not XXXX. The interactive good faith process would end this. 
Lastly Chase refused to respond to CFPB complaint id, XXXX",1
284,Credit card or prepaid card,"I received a letter from Capital One advising my secured credit account, and Kohls Charge Card has been canceled, due to, "" Principal owner ( s ) past, present or pending legal action. '' I contacted Capital One. The person I spoke with advised she can not give me any information besides what was stated in the letter. She further advised checking my local or county court system. I asked how was the background check completed if I did not give consent. immediately her demeanor changed and she quickly ended the call. I never gave Capital One consent to c
onduct a Criminal History background check. I further checked the terms and conditions, and nowhere is stated that a Criminal Background check, is consented.",2
285,Checking or savings account,"On XX/XX/XXXX, I took my vehicle to XXXX XXXX XXXX to get a written estimate on overheating issues on my XXXX XXXX XXXX XXXX XXXX XXXX van. I explained the issues to the owner and he agreed to inspect and give me a written estimate on how much it would cost to repair. I told him I have a limit of {$800.00} to pay for the repairs and wanted a written estimate 'before any work was to be completed. Instead, the owner went ahead and done the work "" without prior authorization according to Florida Statute when a written estimate is asked by consumer ( me ). I received a phone call from the owner stating the repairs was done and the bill was fraudulently written to cover the {$800.00} limit. By me stating I had a {$800.00} limit "" doesn't give authorization for the work that wasn't authorized by my signature or no document was signed by me giving my authorization of any repair that amounted to exactly {$800.00}. I wasn't given any written estimate or document from the owner that gave him permission to do work that amounted to the {$800.00} the owner stated I owed when I went to the shop to get my van. Instead, I had to pay the full amount {$800.00} ( {$500.00} on bank card wells Fargo ) and {$300.00} in cash which I had to withdraw from my checking account. Otherwise the owner would impound my vehicle until the {$800.00} was paid in full. I only had a {$500.00} daily limit on charges with my bank card and had to swipe the debit card from my checking account. Then pay {$300.00} cash in order to get my van released. There was no documentation presented to Wells Fargo Bank from XXXX XXXX XXXX  owner "" XXXX '' to prove I authorized the repairs made on XX/XX/XXXX, nor was a written estimate was provided by the owner "" as requested by me which all consumers have a right under Florida Statute "" to receive a written estimate prior to any work being performed by any licensed automotive repair facility. This repair shop violated this right that is guaranteed by Fla. Stat. When I file my dispute, "" I could only dispute the {$500.00} charged to my debit card, "" because the {$300.00} was paid in cash. Wells Fargo gave me a provisional credit to my checking account in XX/XX/XXXX in amount of {$500.00}. However, Wells Fargo "" had no documentation to prove the {$500.00} was authorized by me with my legal signature or made any attempt to get the copy of the written estimate that was requested by me prior to any work to be performed. Instead, Wells Fargo reversed my {$500.00} provisional credit which left my checking account to be overdrawn and subject to being closed. This consumer kept arguing that there is no documentation to prove I authorized the {$800.00} repair bill no signature by me or written estimate. Then the argument I had to pay the unauthorized charges in order to get my van out of impound "" so i can return to work. The van was used for business and was necessary to keep working. I submitted complaints with Wells Fargo and the XXXX XXXX XXXX based on fraud charges and not following state statute which Wells Fargo refused to submit a proper complaint with Visa so they can do a proper investigation of my claims. Instead, Wells Fargo closed my checking account because I refused to repay the {$490.00} overdraft fee until Wells Fargo takes my complaint seriously. Wells Fargo Failed to cooperate and submit proper documentation that the {$800.00} was authorized even though the evidence proved otherwise. Wells Fargo failed to protect me against fraud by not properly investigating my complaint against XXXX XXXX XXXX owner.",7
290,"Credit reporting, credit repair services, or other personal consumer reports","There are two issues with XXXX XXXX on my report that are concerning.

First, I was a customer of XXXX XXXX   and I see that they pulled a report in XX/XX/XXXX. I was a customer for a few months but they were new in Montana and they service was sketchy, they promised to port my number ( business phone ) and could not for many months. the is a note attached to that activity : Permissible Purpose : XXXX XXXX XXXX/written authorization/investig fraud. I feel this is very strange and I did not authorize this nor did I commit fraud. I feel this is a negative commentary that I don't deserve.

about 6 weeks ago, I received a box from XXXX XXXX and opened it to find that XXXX XXXX had sent me 2 brand new in the box XXXX XXXX. I did not order, I was not a customer of XXXX, and I did not really know what to do.

I called XXXX but they kept asking for my SSN -- and since I have no way of knowing to whom I am speaking, I did not provide it, and they can't find an account by my name or address ( again, I am not a customer ) I took both phones to XXXX  in XXXX. I asked for the manager XXXX, and he helped me, he took both phones and sent them back. I have copies mailing documents that XXXX said indicated acceptance of the phones. I also have a recording of the entire conversation between XXXX, XXXX, and myself on the day I returned the phones. XXXX said it was the 4th set of phones returned in the same manner.

Today, I got a letter from XXXX  Reference Number : XXXX  saying [ dated XX/XX/XXXX] about the time that I that I was not approved for a phone in accordance with a recent credit pull ( I never requested it ) and I am concerned about this repeated activity and no assurance that XXXX is taking this seriously nor acting on my behalf. And, seemingly, they appear to be making my credit report with negative commentary. This is not fair to me.

Please note that the identifying information they provided in the XXXX  request on XX/XX/XXXXhas my name and address but the number is not mine. Never was mine, and is an apparent indicator of fraud and a possible link to the perp.

Furthermore, I believe XXXX  sold me phone that had a number from Idaho originally and that the phone was not new as it should have been. Why eles would there be a XXXX number assigned to it?",1
291,Debt collection,"We are a business. Coast Professional Inc requested a verification of employment for an individual. We informed them that all VOE require a hand written or electronic signiture from the individual they are requesting information about. They faxed a VOE without any signature. We informed them it was incomplete. Over the course of 2 days we continued to receive multiple calls ( at least 6 ) where the same female harassed us requesting information because "" I'm in NY and can't get a signature from the individual '' and "" He won't return my call, can you just put him on the phone so I can talk to him? '' and "" Can you just get the signature for me? '' as well as several other obvious tactics to maneuver around our policy. The calls have continued even though we have told her we can not assist her without a signature. This is harassment and needs to stop.",6
292,"Credit reporting, credit repair services, or other personal consumer reports",There are many mistakes appear in my report without my understanding.,1
293,Credit card or prepaid card,"Since the dawn of ages I have had issues with PayPal. I have had multiple issues within months of each other, last one them holding over 5,000 $ in my account not letting me spend a dollar until they deemed me eligible even though I had verified myself and done all necessary steps into lifting the limitation off of my account. Had to call my lawyer to resolve and they finally did. 
I rarely use them but Im having issues with my new bank account where they let me somehow overdraft XXXX . 
I am using PayPal again, receiving payments, borrowing what I can when I can from friends and family during this hard time in the world, and I usually transfer the funds out onto XXXX, my other Prepaid banking card as I never have issues with them. 

Well its been going on 48 hours of my money being on lockdown from PayPal and I have tried messaging them and I can not get through to one person at all. I dont know what I need to do but I dont have any money and its all in PayPal. I want to withdraw my funds and close the account down as I am done with them but they wont even let me close the account. 

I need help as soon as possible as we have no food and nothing to get by on until this is over and I get back to work!!!",2
294,Checking or savings account,"My father, XXXX XXXX, maintained an account with BBVA Compass. I am the "" pay on death beneficiary ''. Following my father 's death on XX/XX/XXXX, I contacted BBVA Compass regarding the process to close my father 's account. I was told that I needed to provide a copy of the death certificate, the "" main office '' would confirm its validity ( may take 24 hours ), and I could close the account. I provided a representative of BBVA Compass a certified copy of the death certificate on XX/XX/XXXX along with my driver license. The account is still not closed a weel later! The XXXX representative s state that they are unable to locate the signature card wherein my father changed the account from single ownership to POD. Their computer records reflect this change occurred in XXXX. Closing the account should not be delayed due to XXXX ' shoddy recordkeeping! Please assist me in getting the account closed! XXXX ' "" legal department '' has been "" reviewing '' this situation since XXXX.",7
295,"Credit reporting, credit repair services, or other personal consumer reports","This is the third time I have requested actual proof of ownership, proof of contract from XXXX XXXX / XXXX XXXX # XXXX XXXX XXXX # XXXX XXXX/XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX # XXXX XXXX XXXX XXXX # XXXX XXXX XXXX XXXX # XXXX XXXX  XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX # XXXX XXXX XXXX XXXX XXXX # XXXX XXXX & XXXX # XXXX XXXX XXXX # XXXX XXXX  # XXXX XXXX XXXX # XXXX XXXX XXXX Taking assignment of Debt ( C ) No collection agency shall commence litigation for the collection of an assigned account, bill, or other evidence of indebtedness unless it has taken the assignment in accordance with all of the following requirements : ( 1 ) The assignment was voluntary, properly executed, and acknowledged by the person transferring title to the collection agency. ( 2 ) The collection agency did not require the assignment as a condition to listing the account, bill, or other evidence of indebtedness with the collection agency for collection. ( 3 ) The assignment was manifested by a written agreement separate from and in addition to any document intended for the purpose of listing the account, bill, or other evidence of indebtedness with the collection agency. The written agreement shall state the effective date of the assignment and the consideration paid or given, if any, for the assignment and shall expressly authorize the collection agency to refer the assigned account, bill, or other evidence of indebtedness to an attorney admitted to the practice of law in this state for the commencement of litigation. The written agreement also shall disclose that the collection agency may consolidate, for purposes of filing an action, the assigned account, bill, or other evidence of indebtedness with those of other creditors against an individual debtor or co-debtors. I believe all these are inaccurate and is in violation of both FDCPA and FRCA.",1
297,Credit card or prepaid card,"I was a victim of identity theft in XX/XX/2014. Wells Fargo sent me a letter saying that they stopped the transactions on my Wells Fargo Credit Card and credited my account. Well, I had it set up where my credit card would automatically draft from my checking account and pay the balance in full when the bill was due, so it took {$920.00} from my checking account. I called multiple times to get this issue resolved and even had a personal banker work on my case, but Wells Fargo customer service kept transferring us around and never letting this issue go any furthur to being solved. It has been 5 years and they still have not solved this issue and it has been written as a charge off on my credit report and still reporting to this day.",2
298,"Credit reporting, credit repair services, or other personal consumer reports","I have contacted XXXX, XXXX  and XXXX XXXX in regards to an old account with XXXX XXXX and Commonwealth Financial Systems. The XXXX XXXX account is old and should be removed from my report. The CFS account is from an old medical bill and was removed from my reports several years ago. Now it is reappearing on my reports under the CFS Collection Agency. This account is at least XXXX years old and once removed should not reappear under any other name. I have requested removal and all I get is the info is correct or you have already disputed it.",1
299,Mortgage,"Ocwen has failed on complying with the CFPB rules on : Early Intervention ( 12 CFR 1024.39 ) A servicer must establish or make good faith efforts to establish live contact with a delinquent borrower not later than the 36th day of the borrowers delinquency.12 As clarified in CFPB Bulletin XX/XX/XXXX,13 servicers are required to make good faith efforts to establish live contact for each billing cycle for which a borrower has been delinquent for at least 36 days. A transferee servicer must begin or continue the good faith efforts regardless of whether the delinquency began while the loan was being serviced by the transferor servicer. A servicer must provide to a delinquent borrower a written notice containing certain information not later than the 45th day of the borrowers delinquency.14 A transferee servicer must comply with the written notice requirement regardless of whether the delinquency began while the loan was being serviced by the transferor servicer. Ocwen waited for two full years before contacting me about the loan even though I sent a complaint to Ocwen within weeks of the transfer notice. Ocwen has admitted in a CFPB complaint that the company did not comply with the reaffirmation agreement until XXXX that was 2 years after the company began servicing the loan. From XX/XX/XXXX until the loan was adjusted Ocwen failed to stay in contact with the debtor allowing the loan to go further in debt making a greater hardship on the debtor. XXXX XXXX XXXX now has came forth and is wanting to remedy the loan and make the debtor whole again.",4
303,"Credit reporting, credit repair services, or other personal consumer reports","XXXX XXXX  has fraudulently and erroneously reported me, XXXX XXXX XXXX, to Chex Systems, as having a checking account with them, in very poor standing, abuse of account, unpaid charge off, on XX/XX/2017. I have never had this account, last four digits of account # XXXX, charge off amount of & XXXX, status is unpaid as of XX/XX/2017. I have no idea where XXXX XXXX  received this information. I do have a current checking account with XXXX XXXX, I opened with my wife, XXXX XXXX XXXX, about 10 to 12  years ago, which is still open and in good standing, this is the only account I have ever had and still have with XXXX XXXX. I called there Customer Service, XXXX line today at XXXX XXXX  and talked to XXXX, a supervisor, and was told she couldnt help me, and told me to contact the three credit bureaus, or the Consumer Finance Protective Bureau, which I am currently doing. Please let me know if any further information is needed. Thank you for your assistance, XXXX XXXX",1
304,Vehicle loan or lease,"I bought a car from buy here pay here, I paid on the car for so long and was on time and they seen that I was a great creditor always paid on time and sometimes more, I was told that my long was being turned over to a bank, so I signed the papers thinking that that would help my credit but it was turned over to a finance company, my interest rate went sky High and turn to a upside down loan on the vehicle, then the vehicle was no longer drivable, as long as I was with the company they would fix it because they wanted their money, but once I was on my own with the finance company, I was stuck with a used vehicle that had been bought from an auction, It finally costed me a little over {$1400.00} to fix it and it costed me {$1400.00} to pay it off, so I requested that they come and secure their property there was no way that I could fix the vehicle and make payments at the same time so the best thing for me to do was to ( surrender ) relinquish the vehicle, they sold the vehicle for {$300.00}, I had {$800.00} worth of tires on the vehicle because I kept the maintenance up I want to road ready, brand new starter, brand new battery, all the whole works brand new rims, brand new rotors all the way around, they never contacted me to negotiate how we could resolve the issue they just sold the vehicle and I was stuck with the balance and I didn't sign up for my vehicle to be sold to a finance company I thought I was with a bank and I would have went the whole 100 with them.",0
